date,open,high,low,close,adj_close,volume,vwap,obv
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,
2025-05-28,1420.0999755859375,1422.5999755859375,1410.699951171875,1412.9000244140625,1412.9000244140625,5944611,1338.9490562045169,100835503.0
2025-05-29,1412.0999755859375,1420.0,1408.5999755859375,1417.800048828125,1417.800048828125,13771917,1340.9951525633453,114607420.0
2025-05-30,1418.0,1430.5999755859375,1409.699951171875,1420.9000244140625,1420.9000244140625,13788484,1343.0655776189035,128395904.0
2025-06-02,1412.0999755859375,1417.5,1395.5999755859375,1413.699951171875,1413.699951171875,8098668,1344.0591092028703,120297236.0
2025-06-03,1422.300048828125,1426.5,1403.4000244140625,1405.5,1405.5,11252626,1345.4496775907294,109044610.0
2025-06-04,1414.699951171875,1425.699951171875,1406.0999755859375,1423.5,1423.5,8126827,1346.5158873062087,117171437.0
2025-06-05,1428.0,1454.699951171875,1423.5999755859375,1442.4000244140625,1442.4000244140625,13716817,1348.7711188247322,130888254.0
2025-06-06,1441.0,1451.5,1437.0,1443.5,1443.5,8182161,1350.1187293623998,139070415.0
2025-06-09,1457.0,1457.5,1445.300048828125,1448.800048828125,1448.800048828125,7885125,1351.4697146173985,146955540.0
2025-06-10,1450.0,1453.9000244140625,1436.0,1438.5,1438.5,7913181,1352.686422650985,139042359.0
2025-06-11,1445.800048828125,1468.5999755859375,1443.0999755859375,1448.9000244140625,1448.9000244140625,8195700,1354.0589396769865,147238059.0
2025-06-12,1453.5,1457.0,1434.4000244140625,1441.5999755859375,1441.5999755859375,8828114,1355.3632503627716,138409945.0
2025-06-13,1424.0,1435.5,1414.300048828125,1427.9000244140625,1427.9000244140625,9757276,1356.4719458395373,128652669.0
2025-06-16,1426.9000244140625,1442.4000244140625,1424.4000244140625,1437.800048828125,1437.800048828125,8458093,1357.525726390508,137110762.0
2025-06-17,1448.0,1448.0,1425.800048828125,1431.199951171875,1431.199951171875,10366599,1358.7814319278418,126744163.0
2025-06-18,1430.0,1442.800048828125,1425.699951171875,1430.0999755859375,1430.0999755859375,6681735,1359.547383664685,120062428.0
2025-06-19,1430.0999755859375,1439.9000244140625,1425.699951171875,1433.300048828125,1433.300048828125,10007230,1360.6669023746438,130069658.0
2025-06-20,1431.0,1471.0,1428.0999755859375,1466.199951171875,1466.199951171875,29010635,1364.6645376487954,159080293.0
2025-06-23,1453.0,1463.800048828125,1442.0,1456.800048828125,1456.800048828125,5989078,1365.440245223489,153091215.0
2025-06-24,1465.0,1475.0,1443.0999755859375,1450.800048828125,1450.800048828125,16402744,1367.546187148477,136688471.0
2025-06-25,1464.0,1472.4000244140625,1460.5,1467.300048828125,1467.300048828125,7525851,1368.5898862648385,144214322.0
2025-06-26,1469.0999755859375,1498.800048828125,1465.0999755859375,1495.300048828125,1495.300048828125,14657893,1370.955848313197,158872215.0
2025-06-27,1499.4000244140625,1515.800048828125,1496.9000244140625,1514.0,1514.0,4663328,1371.8316119477583,163535543.0
