date,open,high,low,close,adj_close,volume,vwap,obv
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,
2025-04-01,1264.5999755859375,1277.9000244140625,1249.300048828125,1252.5999755859375,1252.5999755859375,12099648,1259.933349609375,0.0
2025-04-02,1247.550048828125,1255.550048828125,1243.9000244140625,1251.1500244140625,1251.1500244140625,10142590,1255.4949003736408,-10142590.0
2025-04-03,1233.050048828125,1251.800048828125,1233.050048828125,1248.699951171875,1248.699951171875,7434366,1252.744717555919,-17576956.0
2025-04-04,1241.0999755859375,1245.449951171875,1193.1500244140625,1204.699951171875,1204.699951171875,17908652,1238.3262664940285,-35485608.0
2025-04-07,1132.199951171875,1171.25,1114.8499755859375,1165.699951171875,1165.699951171875,22156106,1210.4565354677475,-57641714.0
2025-04-08,1172.0,1196.5999755859375,1163.300048828125,1182.199951171875,1182.199951171875,19555040,1203.9401430102716,-38086674.0
2025-04-09,1169.5,1189.800048828125,1168.0,1185.3499755859375,1185.3499755859375,10223104,1201.5887624741479,-27863570.0
2025-04-11,1195.1500244140625,1222.6500244140625,1195.1500244140625,1218.949951171875,1218.949951171875,11224242,1202.6693138566932,-16639328.0
2025-04-15,1251.0,1251.0,1237.0999755859375,1240.0999755859375,1240.0999755859375,13378535,1206.9876171951785,-3260793.0
2025-04-16,1234.0999755859375,1240.9000244140625,1229.0,1239.300048828125,1239.300048828125,8248464,1208.8204026677747,-11509257.0
2025-04-17,1240.199951171875,1280.199951171875,1227.5999755859375,1274.5,1274.5,15398401,1214.2335016698023,3889144.0
2025-04-21,1270.0,1300.9000244140625,1267.0,1295.5,1295.5,10429964,1219.0836933325043,14319108.0
2025-04-22,1300.0,1303.9000244140625,1286.300048828125,1291.199951171875,1291.199951171875,13051707,1224.7781212754232,1267401.0
2025-04-23,1297.0,1306.0,1285.4000244140625,1300.0,1300.0,10480888,1228.951014226288,11748289.0
2025-04-24,1292.4000244140625,1304.5,1290.300048828125,1301.5999755859375,1301.5999755859375,10468940,1232.7556056141736,22217229.0
2025-04-25,1303.5,1325.199951171875,1288.0999755859375,1300.4000244140625,1300.4000244140625,14431012,1237.770839261896,7786217.0
2025-04-28,1340.0,1374.5999755859375,1320.199951171875,1368.800048828125,1368.800048828125,31104496,1253.0475996548032,38890713.0
2025-04-29,1371.0,1410.9000244140625,1370.0,1399.699951171875,1399.699951171875,32538970,1269.960960841079,71429683.0
2025-04-30,1402.0,1412.4000244140625,1369.0,1405.0,1405.0,25480745,1280.7738623518746,96910428.0
2025-05-02,1414.0,1426.699951171875,1409.0999755859375,1419.800048828125,1419.800048828125,13007841,1286.577501591438,109918269.0
2025-05-05,1431.0,1439.5,1426.9000244140625,1431.300048828125,1431.300048828125,12685649,1292.3388060023588,122603918.0
2025-05-06,1431.0,1432.0,1410.5999755859375,1420.9000244140625,1420.9000244140625,14084117,1297.7463935810365,108519801.0
2025-05-07,1420.9000244140625,1424.4000244140625,1402.699951171875,1406.0,1406.0,13440169,1302.109460889527,95079632.0
2025-05-08,1404.0999755859375,1420.800048828125,1398.0,1407.0,1407.0,16106175,1306.8074897101953,111185807.0
2025-05-09,1385.5,1394.800048828125,1374.5,1377.199951171875,1377.199951171875,13668904,1309.52717505128,97516903.0
2025-05-12,1400.0,1439.0,1400.0,1436.5,1436.5,10674081,1312.6968540769647,108190984.0
2025-05-13,1433.5,1447.699951171875,1412.4000244140625,1415.699951171875,1415.699951171875,11407896,1315.9006616442045,96783088.0
2025-05-14,1420.0,1429.9000244140625,1415.5,1424.4000244140625,1424.4000244140625,5570160,1317.3722282010592,102353248.0
2025-05-15,1425.0,1461.4000244140625,1412.699951171875,1454.199951171875,1454.199951171875,20177211,1323.3034040178231,122530459.0
2025-05-16,1453.199951171875,1461.0,1447.300048828125,1456.4000244140625,1456.4000244140625,9036695,1326.0333356200308,131567154.0
2025-05-19,1452.0999755859375,1454.5999755859375,1438.199951171875,1440.800048828125,1440.800048828125,6195791,1327.6951364845743,125371363.0
2025-05-20,1438.199951171875,1445.0,1421.800048828125,1424.5999755859375,1424.5999755859375,11270560,1330.2516164179813,114100803.0
2025-05-21,1423.9000244140625,1436.199951171875,1418.0999755859375,1429.199951171875,1429.199951171875,6136364,1331.5555665227039,120237167.0
2025-05-22,1421.199951171875,1423.800048828125,1396.9000244140625,1409.4000244140625,1409.4000244140625,12134466,1333.5758958968415,108102701.0
2025-05-23,1406.5999755859375,1433.800048828125,1406.5999755859375,1426.800048828125,1426.800048828125,6474883,1334.7795240759428,114577584.0
2025-05-26,1432.0,1441.0,1425.0999755859375,1434.800048828125,1434.800048828125,4842944,1335.7713895824177,119420528.0
2025-05-27,1426.0999755859375,1437.0,1413.9000244140625,1422.0999755859375,1422.0999755859375,12640414,1338.031507900711,106780114.0
